,equity
2024-06-18,489605.1318340829
2024-06-19,489118.18978500855
2024-06-20,487275.90154640935
2024-06-21,484310.7702519223
2024-06-24,482397.7623352861
2024-06-25,477182.1508806306
2024-06-26,480584.3150571855
2024-06-27,474108.515527483
2024-06-28,477491.00905604113
2024-07-01,481114.70166003297
2024-07-02,480216.3231833929
2024-07-03,478108.85529921215
2024-07-04,479037.14607936307
2024-07-05,475017.4141984872
2024-07-08,475677.61196606746
2024-07-09,479939.55416434316
2024-07-10,480132.9893636488
2024-07-11,482042.370535951
2024-07-12,485982.6832352037
2024-07-15,488632.4841471132
2024-07-16,490227.5996777717
2024-07-17,489757.4990549131
2024-07-18,491164.3245180859
2024-07-19,491657.63881521096
2024-07-22,486489.91858549777
2024-07-23,477919.9165676201
2024-07-24,474884.3970331205
2024-07-25,470508.3333529968
2024-07-26,472952.333494595
2024-07-29,473387.43103028927
2024-07-30,468871.2210172239
2024-07-31,476087.12612835807
2024-08-01,479533.2279218687
2024-08-02,474842.5480070719
2024-08-05,461914.37604177225
2024-08-06,461476.31575172866
2024-08-07,462692.1792933511
2024-08-08,461822.02636424266
2024-08-09,464053.3793447277
2024-08-12,463944.98230149556
2024-08-13,466961.61781591317
2024-08-14,467494.11608115374
2024-08-15,471346.7571148135
2024-08-16,473925.30132960336
2024-08-19,477849.44441708416
2024-08-20,475866.5924092099
2024-08-21,476229.58628283226
2024-08-22,478990.73327631166
2024-08-23,477889.7884905637
2024-08-26,476246.8415065852
2024-08-27,474088.2529804562
2024-08-28,473101.14746197
2024-08-29,462932.8963218824
2024-08-30,464543.86418825586
2024-09-02,458134.9096003137
2024-09-03,453997.55699027464
2024-09-04,450169.729611729
2024-09-05,449753.27045652136
2024-09-06,445792.4845116697
2024-09-09,442791.1745110096
2024-09-10,445271.0325057844
2024-09-11,439707.31648958515
2024-09-12,439380.42512132693
2024-09-13,440611.06203406316
2024-09-18,444336.94529432175
2024-09-19,442880.6741186725
2024-09-20,442834.5837354991
2024-09-23,444743.46476376214
2024-09-24,461804.32650700695
2024-09-25,465698.8332923243
2024-09-26,478655.24713913247
2024-09-27,484437.47128323227
2024-09-30,504693.9795091862
2024-10-08,516736.7529135213
2024-10-09,488142.43214341224
2024-10-10,506008.10976288683
2024-10-11,497735.1203950575
2024-10-14,510166.19580665365
2024-10-15,499586.6453238223
